date,daylight_duration,sunshine_duration,rain_sum,snowfall_sum,latitude,longitude
2010-11-01,20.627253,39406.086,18121.326,5.0,30.96660614013672,-92.98577880859375
2010-11-01,10.058001,38675.695,35197.355,0.0,35.184532165527344,-106.53062438964844
2010-11-01,4.40325,37250.215,31467.06,0.0,42.28470993041992,-71.15667724609375
2010-11-01,12.593669,36090.67,0.0,33.8,47.065025329589844,-122.92683410644531
2010-11-01,12.795167,38186.406,34410.605,0.0,37.785587310791016,-122.40963745117188
2010-11-01,23.268,39498.45,24602.576,0.0,30.404216766357422,-97.71127319335938
2010-11-01,3.60575,37601.445,34180.945,0.0,40.6678352355957,-80.56658935546875
2010-11-01,5.7144165,37139.63,33577.383,0.0,42.776798248291016,-95.59170532226562
2010-11-01,6.5702496,37586.543,33218.93,0.0,40.738136291503906,-73.14892578125
2010-11-01,16.63283,38914.723,35882.9,0.0,33.84885787963867,-117.9078369140625
2010-11-01,14.493501,36846.69,8212.639,2.3,44.042179107666016,-123.10029602050781
2010-11-01,16.743418,38939.44,35913.17,0.0,33.70825958251953,-117.8385009765625
2010-11-01,24.891914,40170.645,32400.0,2.9,26.115991592407227,-80.4381103515625
2010-11-01,7.190916,37389.812,33901.91,0.0,41.65201950073242,-93.64163208007812
2010-11-01,7.2939167,37921.418,33998.965,0.0,39.12126541137695,-84.5604248046875
2010-11-01,10.207749,38034.215,32463.844,0.0,38.55887222290039,-90.36685180664062
2010-11-01,15.256835,38611.484,32732.838,0.0,35.53602600097656,-97.5096435546875
2010-11-01,1.5885001,36328.32,31342.121,0.2,46.15114212036133,-67.21337890625
2010-11-01,16.665419,38939.44,35913.17,0.0,33.70825958251953,-117.8385009765625
2010-11-01,6.31675,37571.61,33116.215,0.0,40.808433532714844,-73.125
2010-11-01,7.6106663,37091.67,32897.348,0.0,42.98769760131836,-87.99407958984375
2010-11-01,5.535417,37450.945,33877.395,0.0,41.37082290649414,-82.62933349609375
2010-11-01,4.48775,37250.215,31774.29,0.0,42.28470993041992,-71.02490234375
2010-11-01,6.257417,37359.035,33231.164,0.0,41.79261779785156,-88.17391967773438
2010-11-01,16.616833,39098.164,36107.02,0.0,32.794376373291016,-117.17604064941406
2010-11-01,16.839918,38877.49,35837.246,0.0,34.05975341796875,-118.23750305175781
2010-11-01,7.339667,37343.594,33011.406,0.0,41.8629150390625,-87.7794189453125
2010-11-01,6.316751,37556.64,33120.52,0.0,40.87873458862305,-73.22900390625
2010-11-01,10.249917,37878.65,33019.18,0.0,39.33216094970703,-98.44137573242188
2010-11-01,6.7120833,37601.445,33551.215,0.0,40.6678352355957,-73.42776489257812
2010-11-01,15.878834,39134.33,36151.04,0.0,32.58347702026367,-117.07673645019531
2010-11-01,9.958667,37992.125,32876.973,0.2,38.769771575927734,-90.36834716796875
2010-11-01,18.304,38815.02,35289.676,0.0,34.41124725341797,-119.54716491699219
2010-11-01,17.434666,38914.723,31823.857,0.0,33.84885787963867,-98.51806640625
2010-11-01,13.282666,38186.406,34410.605,0.0,37.785587310791016,-122.40963745117188
2010-11-01,8.869332,37777.81,32773.61,0.0,39.82425308227539,-89.74929809570312
2010-11-01,7.270668,37389.812,33901.91,0.0,41.65201950073242,-91.56069946289062
2010-11-01,24.334333,39601.098,30308.285,3.8000002,29.771528244018555,-95.435546875
2010-11-01,15.951833,38939.44,35913.17,0.0,33.70825958251953,-118.28570556640625
2010-11-01,7.5781665,37091.67,32897.348,0.0,42.98769760131836,-87.99407958984375
2010-11-01,2.1189165,36661.223,13108.853,0.1,44.81546401977539,-73.4466552734375
2010-11-01,6.3947506,37571.61,33116.215,0.0,40.808433532714844,-73.125
2010-11-01,9.99075,37935.617,34667.97,0.0,39.05096435546875,-108.51852416992188
2010-11-01,1.7605833,37963.93,34703.668,0.0,38.91036605834961,-107.48291015625
2010-11-01,23.41175,39758.25,36267.008,0.0,28.78734588623047,-81.87429809570312
2010-11-01,23.301252,39680.05,35886.824,0.0,29.279436111450195,-81.08294677734375
2010-11-01,16.291836,39098.164,36107.02,0.0,32.794376373291016,-117.17604064941406
2010-11-01,8.843333,37777.81,32773.61,0.0,39.82425308227539,-89.74929809570312
2010-11-01,4.2955832,37250.215,31467.06,0.0,42.28470993041992,-71.15667724609375
2010-11-01,17.463919,38375.49,34916.797,0.0,36.8014030456543,-114.12614440917969
2010-11-01,3.9704168,37297.066,32838.246,0.0,42.07381057739258,-72.68222045898438
2010-11-01,24.911417,40170.645,32400.0,2.9,26.115991592407227,-80.4381103515625
2010-11-01,18.237917,39194.223,35824.17,0.0,32.23198318481445,-110.81112670898438
2010-11-01,14.69775,38240.945,34399.72,0.0,37.504390716552734,-122.23701477050781
2010-11-01,23.13225,39475.46,24606.465,0.0,30.544815063476562,-97.62353515625
2010-11-01,7.7573333,37359.035,33048.098,0.0,41.79261779785156,-87.65219116210938
2010-11-01,10.331166,38020.215,32460.508,0.0,38.629173278808594,-90.48980712890625
2010-11-01,22.996086,39463.938,28697.674,0.0,30.6151123046875,-97.63250732421875
2010-11-01,16.660168,38852.566,35478.523,0.0,34.20035171508789,-118.98495483398438
2010-11-01,23.48925,39521.37,25171.484,0.0,30.26361846923828,-97.79861450195312
2010-11-01,19.611414,39049.68,33236.02,0.0,33.07556915283203,-96.74447631835938
2010-11-01,6.5889993,37541.645,32957.48,0.0,40.949031829833984,-72.69229125976562
2010-11-01,8.8238325,37792.3,32774.023,0.0,39.75395202636719,-89.62448120117188
2010-11-01,25.746832,40202.387,36000.0,1.9000001,25.90509605407715,-80.27291870117188
2010-11-01,4.4097505,37250.215,31774.29,0.0,42.28470993041992,-71.02490234375
2010-11-01,17.556498,38815.02,35289.676,0.0,34.41124725341797,-119.54716491699219
2010-11-01,5.5965,37496.45,33158.66,0.0,41.15992736816406,-73.26181030273438
2010-11-01,24.898417,40170.645,32400.0,2.9,26.115991592407227,-80.4381103515625
2010-11-01,23.208834,39657.57,30592.754,0.0,29.420034408569336,-98.52194213867188
2010-11-01,13.237166,38186.406,34977.547,0.0,37.785587310791016,-122.40963745117188
2010-11-01,3.0606668,37139.63,32684.188,0.0,42.776798248291016,-73.89053344726562
2010-11-01,20.97075,39146.344,10893.3125,0.0,32.513179779052734,-94.8175048828125
2010-11-01,16.831917,38927.09,35898.055,0.0,33.77855682373047,-118.32089233398438
2010-11-01,16.183168,38889.918,35852.496,0.0,33.98945236206055,-117.97752380371094
2010-11-01,22.537252,39382.824,31794.758,0.0,31.10720443725586,-97.37530517578125
2010-11-01,7.623667,37091.67,32897.348,0.0,42.98769760131836,-87.99407958984375
2010-11-01,15.203835,39037.51,36033.055,0.0,33.145870208740234,-117.23246765136719
2010-11-01,18.847082,39000.883,32635.871,0.0,33.35676574707031,-97.66665649414062
2010-11-01,3.4134169,37541.645,34104.066,0.0,40.949031829833984,-81.5384521484375
2010-11-01,26.390335,40181.24,37032.055,0.0,26.045692443847656,-97.48358154296875
2010-11-01,23.736418,39791.54,35912.35,0.0,28.576448440551758,-81.3895263671875
2010-11-01,15.696419,39098.164,36107.02,0.0,32.794376373291016,-117.17604064941406
2010-11-01,24.904915,40170.645,32400.0,2.9,26.115991592407227,-80.4381103515625
2010-11-01,25.163664,39691.266,31115.566,0.0,29.209136962890625,-97.76754760742188
2010-11-01,16.658918,38939.44,35913.17,0.0,33.70825958251953,-117.8385009765625
2010-11-01,9.687249,37704.867,32508.15,0.4,40.17574691772461,-105.14724731445312
2010-11-01,12.443166,37297.066,27464.639,0.3,42.07381057739258,-123.06121826171875
2010-11-01,22.4805,39635.027,34416.395,0.0,29.560630798339844,-98.95834350585938
2010-11-01,4.5656667,37203.04,31820.807,0.0,42.49560546875,-70.941162109375
2010-11-01,23.534754,39521.37,25160.352,0.0,30.26361846923828,-97.69320678710938
2010-12-01,10.389417,33753.496,0.0,19.7,41.79261779785156,-72.2608642578125
2010-12-01,4.2342496,31026.617,19979.436,4.2,48.47100067138672,-122.52099609375
2010-12-01,10.303668,36242.83,32707.1,0.0,33.91915512084961,-118.39152526855469
2010-12-01,7.626583,36915.746,33014.332,0.0,31.458698272705078,-98.49462890625
2010-12-01,8.6259165,33524.734,0.0,40.399998,42.4253044128418,-76.51980590820312
2010-12-01,11.733499,36555.44,32968.438,0.0,32.794376373291016,-117.17604064941406
2010-12-01,12.149999,37917.64,34386.836,0.0,27.5219669342041,-99.47366333007812
2010-12-01,2.2720835,33977.195,0.0,26.4,41.15992736816406,-80.85836791992188
2010-12-01,-2.9731672,33703.105,5132.887,0.0,41.9332160949707,-87.64535522460938
2010-12-01,-2.5219166,33524.734,6046.6777,0.0,42.4253044128418,-87.88546752929688
2010-12-01,9.335668,37301.32,34198.324,0.0,29.982423782348633,-90.20977783203125
2010-12-01,0.8564999,34666.33,870.268,0.2,39.12126541137695,-84.5604248046875
2010-12-01,19.658335,37551.59,19663.256,0.0,28.998241424560547,-80.91741943359375
2010-12-01,-0.08008334,31849.867,0.0,4.899999,46.64323043823242,-121.88406372070312
2010-12-01,8.282249,37174.2,32902.633,0.0,30.474515914916992,-99.729736328125
2010-12-01,-4.023083,33290.67,23713.035,0.0,43.0579948425293,-89.33035278320312
2010-12-01,7.6959167,36574.69,33127.473,0.0,32.72407531738281,-96.81317138671875
2010-12-01,-3.25025,34480.805,28846.01,0.0,39.68365478515625,-105.0
2010-12-01,11.638751,37210.66,32609.346,7.9999995,30.33391761779785,-84.30245971679688
2010-12-01,-2.5789163,33677.812,5145.471,0.0,42.00351333618164,-87.77291870117188
2010-12-01,7.3038335,35094.066,26716.016,0.0,37.785587310791016,-122.40963745117188
2010-12-01,-3.0364163,34001.75,14428.66,0.0,41.089630126953125,-87.81427001953125
2010-12-01,-2.3398333,34573.984,30611.346,0.0,39.40245819091797,-93.35635375976562
2010-12-01,13.127416,34099.375,0.0,28.4,40.808433532714844,-73.76422119140625
2010-12-01,9.316167,37301.32,34198.324,0.0,29.982423782348633,-90.20977783203125
2010-12-01,-4.100333,33828.605,29379.408,0.0,41.581722259521484,-93.6363525390625
2010-12-01,23.307,38273.41,26679.709,5.7999997,26.045692443847656,-80.15316772460938
